id,project_id,communication_id,message_time,sender_team,recipient_team,channel,message_type,status,summary,linked_task_id,is_escalation
CM187,P006,C094,2026-06-11 10:11:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T486,False
CM188,P006,C094,2026-06-21 16:11:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 12.,T486,True
CM189,P006,C095,2026-06-10 10:12:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T491,False
CM190,P006,C095,2026-06-20 16:12:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T491,False
CM191,P006,C096,2026-06-09 10:13:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T496,False
CM192,P006,C096,2026-06-19 16:13:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 14.,T496,False
CM193,P006,C097,2026-06-08 10:14:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T501,False
CM194,P006,C097,2026-06-18 16:14:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T501,False
CM195,P006,C098,2026-06-07 10:15:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 16.,T506,False
CM196,P006,C098,2026-06-17 16:15:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 16.,T506,True
CM197,P006,C099,2026-06-06 10:16:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 17.,T511,False
CM198,P006,C099,2026-06-16 16:16:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 17.,T511,False
CM199,P006,C100,2026-06-05 10:17:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 18.,T516,False
CM200,P006,C100,2026-06-15 16:17:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 18.,T516,False
CM201,P006,C101,2026-06-04 10:18:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 19.,T521,False
CM202,P006,C101,2026-06-14 16:18:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 19.,T521,False
CM203,P006,C102,2026-06-03 10:19:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 20.,T526,False
CM204,P006,C102,2026-06-13 16:19:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 20.,T526,True
CM205,P006,C103,2026-06-02 10:20:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 21.,T531,False
CM206,P006,C103,2026-06-12 16:20:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 21.,T531,False
CM207,P006,C104,2026-06-01 10:21:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 22.,T536,False
CM208,P006,C104,2026-06-11 16:21:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 22.,T536,False
CM209,P006,C105,2026-05-31 10:22:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 23.,T541,False
CM210,P006,C105,2026-06-10 16:22:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 23.,T541,False
CM211,P006,C106,2026-05-30 10:23:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 24.,T546,False
CM212,P006,C106,2026-06-09 16:23:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 24.,T546,True
CM213,P006,C107,2026-06-19 10:24:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 25.,T551,False
CM214,P006,C107,2026-06-08 16:24:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 25.,T551,False
CM215,P006,C108,2026-06-18 10:25:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 26.,T556,False
CM216,P006,C108,2026-06-24 16:25:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 26.,T556,False
CM217,P006,C109,2026-06-17 10:26:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 27.,T561,False
CM218,P006,C109,2026-06-23 16:26:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 27.,T561,False
CM219,P006,C110,2026-06-16 10:27:00,MAX Core,MAX AI,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 28.,T566,False
CM220,P006,C110,2026-06-22 16:27:00,PMO,MAX AI,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 28.,T566,True
CM221,P006,C111,2026-06-15 10:28:00,MAX Front,MAX Quality,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 29.,T571,False
CM222,P006,C111,2026-06-21 16:28:00,MAX Quality,MAX Front,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 29.,T571,False
CM223,P006,C112,2026-06-14 10:29:00,MAX Data,MAX Platform,Email,request,sent,Первичный запрос MAX2.0 по согласованию 30.,T576,False
CM224,P006,C112,2026-06-20 16:29:00,MAX Platform,MAX Data,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 30.,T576,False
CM225,P006,C113,2026-06-13 10:30:00,MAX AI,MAX Security,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 1.,T581,False
CM226,P006,C113,2026-06-19 16:30:00,MAX Security,MAX AI,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 1.,T581,False
CM227,P006,C114,2026-06-12 10:31:00,MAX Quality,MAX Integration,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 2.,T586,False
CM228,P006,C114,2026-06-18 16:31:00,PMO,MAX Integration,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 2.,T586,True
CM229,P006,C115,2026-06-11 10:32:00,MAX Platform,MAX Reliability,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 3.,T591,False
CM230,P006,C115,2026-06-17 16:32:00,MAX Reliability,MAX Platform,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 3.,T591,False
CM231,P006,C116,2026-06-10 10:33:00,MAX Security,MAX Compliance,Email,request,sent,Первичный запрос MAX2.0 по согласованию 4.,T596,False
CM232,P006,C116,2026-06-16 16:33:00,MAX Compliance,MAX Security,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 4.,T596,False
CM233,P006,C117,2026-06-09 10:34:00,MAX Integration,MAX CX,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 5.,T601,False
CM234,P006,C117,2026-06-15 16:34:00,MAX CX,MAX Integration,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 5.,T601,False
CM235,P006,C118,2026-06-08 10:35:00,MAX Reliability,MAX PMO,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 6.,T606,False
CM236,P006,C118,2026-06-14 16:35:00,PMO,MAX PMO,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 6.,T606,True
CM237,P006,C119,2026-06-07 10:36:00,MAX Compliance,MAX Analysis,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 7.,T611,False
CM238,P006,C119,2026-06-13 16:36:00,MAX Analysis,MAX Compliance,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 7.,T611,False
CM239,P006,C120,2026-06-06 10:37:00,MAX CX,MAX Architecture,Email,request,sent,Первичный запрос MAX2.0 по согласованию 8.,T616,False
CM240,P006,C120,2026-06-12 16:37:00,MAX Architecture,MAX CX,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 8.,T616,False
CM241,P006,C121,2026-06-05 10:38:00,MAX PMO,MAX Core,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 9.,T621,False
CM242,P006,C121,2026-06-11 16:38:00,MAX Core,MAX PMO,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 9.,T621,False
CM243,P006,C122,2026-06-04 10:39:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 10.,T626,False
CM244,P006,C122,2026-06-10 16:39:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 10.,T626,True
CM245,P006,C123,2026-06-03 10:40:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 11.,T631,False
CM246,P006,C123,2026-06-09 16:40:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 11.,T631,False
CM247,P006,C124,2026-06-02 10:41:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T636,False
CM248,P006,C124,2026-06-08 16:41:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 12.,T636,False
CM249,P006,C125,2026-06-01 10:42:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T641,False
CM250,P006,C125,2026-06-24 16:42:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T641,False
CM251,P006,C126,2026-05-31 10:43:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T646,False
CM252,P006,C126,2026-06-23 16:43:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 14.,T646,True
CM253,P006,C127,2026-05-30 10:44:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T651,False
CM254,P006,C127,2026-06-22 16:44:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T651,False
CM255,P006,C128,2026-06-19 10:45:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 16.,T656,False
CM256,P006,C128,2026-06-21 16:45:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 16.,T656,False
CM257,P006,C129,2026-06-18 10:46:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 17.,T661,False
CM258,P006,C129,2026-06-20 16:46:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 17.,T661,False
CM259,P006,C130,2026-06-17 10:47:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 18.,T666,False
CM260,P006,C130,2026-06-19 16:47:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 18.,T666,True
CM261,P006,C131,2026-06-16 10:48:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 19.,T671,False
CM262,P006,C131,2026-06-18 16:48:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 19.,T671,False
CM263,P006,C132,2026-06-15 10:49:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 20.,T676,False
CM264,P006,C132,2026-06-17 16:49:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 20.,T676,False
CM265,P006,C133,2026-06-14 10:50:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 21.,T681,False
CM266,P006,C133,2026-06-16 16:50:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 21.,T681,False
CM267,P006,C134,2026-06-13 10:51:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 22.,T686,False
CM268,P006,C134,2026-06-15 16:51:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 22.,T686,True
CM269,P006,C135,2026-06-12 10:52:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 23.,T691,False
CM270,P006,C135,2026-06-14 16:52:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 23.,T691,False
CM271,P006,C136,2026-06-11 10:53:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 24.,T696,False
CM272,P006,C136,2026-06-13 16:53:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 24.,T696,False
CM273,P006,C137,2026-06-10 10:54:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 25.,T701,False
CM274,P006,C137,2026-06-12 16:54:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 25.,T701,False
CM275,P006,C138,2026-06-09 10:55:00,MAX Core,MAX AI,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 26.,T706,False
CM276,P006,C138,2026-06-11 16:55:00,PMO,MAX AI,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 26.,T706,True
CM277,P006,C139,2026-06-08 10:56:00,MAX Front,MAX Quality,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 27.,T711,False
CM278,P006,C139,2026-06-10 16:56:00,MAX Quality,MAX Front,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 27.,T711,False
CM279,P006,C140,2026-06-07 10:57:00,MAX Data,MAX Platform,Email,request,sent,Первичный запрос MAX2.0 по согласованию 28.,T716,False
CM280,P006,C140,2026-06-09 16:57:00,MAX Platform,MAX Data,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 28.,T716,False
CM281,P006,C141,2026-06-06 10:58:00,MAX AI,MAX Security,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 29.,T721,False
CM282,P006,C141,2026-06-08 16:58:00,MAX Security,MAX AI,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 29.,T721,False
CM283,P006,C142,2026-06-05 10:59:00,MAX Quality,MAX Integration,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 30.,T726,False
CM284,P006,C142,2026-06-24 16:59:00,PMO,MAX Integration,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 30.,T726,True
CM285,P006,C143,2026-06-04 10:00:00,MAX Platform,MAX Reliability,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 1.,T731,False
CM286,P006,C143,2026-06-23 16:00:00,MAX Reliability,MAX Platform,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 1.,T731,False
CM287,P006,C144,2026-06-03 10:01:00,MAX Security,MAX Compliance,Email,request,sent,Первичный запрос MAX2.0 по согласованию 2.,T736,False
CM288,P006,C144,2026-06-22 16:01:00,MAX Compliance,MAX Security,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 2.,T736,False
CM289,P006,C145,2026-06-02 10:02:00,MAX Integration,MAX CX,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 3.,T741,False
CM290,P006,C145,2026-06-21 16:02:00,MAX CX,MAX Integration,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 3.,T741,False
CM291,P006,C146,2026-06-01 10:03:00,MAX Reliability,MAX PMO,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 4.,T746,False
CM292,P006,C146,2026-06-20 16:03:00,PMO,MAX PMO,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 4.,T746,True
CM293,P006,C147,2026-05-31 10:04:00,MAX Compliance,MAX Analysis,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 5.,T751,False
CM294,P006,C147,2026-06-19 16:04:00,MAX Analysis,MAX Compliance,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 5.,T751,False
CM295,P006,C148,2026-05-30 10:05:00,MAX CX,MAX Architecture,Email,request,sent,Первичный запрос MAX2.0 по согласованию 6.,T756,False
CM296,P006,C148,2026-06-18 16:05:00,MAX Architecture,MAX CX,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 6.,T756,False
CM297,P006,C149,2026-06-19 10:06:00,MAX PMO,MAX Core,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 7.,T761,False
CM298,P006,C149,2026-06-17 16:06:00,MAX Core,MAX PMO,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 7.,T761,False
CM299,P006,C150,2026-06-18 10:07:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 8.,T766,False
CM300,P006,C150,2026-06-16 16:07:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 8.,T766,True
CM301,P006,C151,2026-06-17 10:08:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 9.,T771,False
CM302,P006,C151,2026-06-15 16:08:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 9.,T771,False
CM303,P006,C152,2026-06-16 10:09:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 10.,T776,False
CM304,P006,C152,2026-06-14 16:09:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 10.,T776,False
CM305,P006,C153,2026-06-15 10:10:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 11.,T781,False
CM306,P006,C153,2026-06-13 16:10:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 11.,T781,False
CM307,P006,C154,2026-06-14 10:11:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T786,False
CM308,P006,C154,2026-06-12 16:11:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 12.,T786,True
CM309,P006,C155,2026-06-13 10:12:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T791,False
CM310,P006,C155,2026-06-11 16:12:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T791,False
CM311,P006,C156,2026-06-12 10:13:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T796,False
CM312,P006,C156,2026-06-10 16:13:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 14.,T796,False
CM313,P006,C157,2026-06-11 10:14:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T801,False
CM314,P006,C157,2026-06-09 16:14:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T801,False
CM315,P006,C158,2026-06-10 10:15:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 16.,T806,False
CM316,P006,C158,2026-06-08 16:15:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 16.,T806,True
CM317,P006,C159,2026-06-09 10:16:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 17.,T811,False
CM318,P006,C159,2026-06-24 16:16:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 17.,T811,False
CM319,P006,C160,2026-06-08 10:17:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 18.,T816,False
CM320,P006,C160,2026-06-23 16:17:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 18.,T816,False
CM321,P006,C161,2026-06-07 10:18:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 19.,T821,False
CM322,P006,C161,2026-06-22 16:18:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 19.,T821,False
CM323,P006,C162,2026-06-06 10:19:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 20.,T826,False
CM324,P006,C162,2026-06-21 16:19:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 20.,T826,True
CM325,P006,C163,2026-06-05 10:20:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 21.,T831,False
CM326,P006,C163,2026-06-20 16:20:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 21.,T831,False
CM327,P006,C164,2026-06-04 10:21:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 22.,T836,False
CM328,P006,C164,2026-06-19 16:21:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 22.,T836,False
CM329,P006,C165,2026-06-03 10:22:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 23.,T841,False
CM330,P006,C165,2026-06-18 16:22:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 23.,T841,False
CM331,P006,C166,2026-06-02 10:23:00,MAX Core,MAX AI,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 24.,T846,False
CM332,P006,C166,2026-06-17 16:23:00,PMO,MAX AI,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 24.,T846,True
CM333,P006,C167,2026-06-01 10:24:00,MAX Front,MAX Quality,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 25.,T851,False
CM334,P006,C167,2026-06-16 16:24:00,MAX Quality,MAX Front,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 25.,T851,False
CM335,P006,C168,2026-05-31 10:25:00,MAX Data,MAX Platform,Email,request,sent,Первичный запрос MAX2.0 по согласованию 26.,T856,False
CM336,P006,C168,2026-06-15 16:25:00,MAX Platform,MAX Data,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 26.,T856,False
CM337,P006,C169,2026-05-30 10:26:00,MAX AI,MAX Security,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 27.,T861,False
CM338,P006,C169,2026-06-14 16:26:00,MAX Security,MAX AI,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 27.,T861,False
CM339,P006,C170,2026-06-19 10:27:00,MAX Quality,MAX Integration,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 28.,T866,False
CM340,P006,C170,2026-06-13 16:27:00,PMO,MAX Integration,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 28.,T866,True
CM341,P006,C171,2026-06-18 10:28:00,MAX Platform,MAX Reliability,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 29.,T871,False
CM342,P006,C171,2026-06-12 16:28:00,MAX Reliability,MAX Platform,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 29.,T871,False
CM343,P006,C172,2026-06-17 10:29:00,MAX Security,MAX Compliance,Email,request,sent,Первичный запрос MAX2.0 по согласованию 30.,T876,False
CM344,P006,C172,2026-06-11 16:29:00,MAX Compliance,MAX Security,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 30.,T876,False
CM345,P006,C173,2026-06-16 10:30:00,MAX Integration,MAX CX,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 1.,T881,False
CM346,P006,C173,2026-06-10 16:30:00,MAX CX,MAX Integration,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 1.,T881,False
CM347,P006,C174,2026-06-15 10:31:00,MAX Reliability,MAX PMO,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 2.,T886,False
CM348,P006,C174,2026-06-09 16:31:00,PMO,MAX PMO,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 2.,T886,True
CM349,P006,C175,2026-06-14 10:32:00,MAX Compliance,MAX Analysis,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 3.,T891,False
CM350,P006,C175,2026-06-08 16:32:00,MAX Analysis,MAX Compliance,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 3.,T891,False
CM351,P006,C176,2026-06-13 10:33:00,MAX CX,MAX Architecture,Email,request,sent,Первичный запрос MAX2.0 по согласованию 4.,T896,False
CM352,P006,C176,2026-06-24 16:33:00,MAX Architecture,MAX CX,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 4.,T896,False
CM353,P006,C177,2026-06-12 10:34:00,MAX PMO,MAX Core,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 5.,T901,False
CM354,P006,C177,2026-06-23 16:34:00,MAX Core,MAX PMO,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 5.,T901,False
CM355,P006,C178,2026-06-11 10:35:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 6.,T906,False
CM356,P006,C178,2026-06-22 16:35:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 6.,T906,True
CM357,P006,C179,2026-06-10 10:36:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 7.,T911,False
CM358,P006,C179,2026-06-21 16:36:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 7.,T911,False
CM359,P006,C180,2026-06-09 10:37:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 8.,T916,False
CM360,P006,C180,2026-06-20 16:37:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 8.,T916,False
CM361,P006,C181,2026-06-08 10:38:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 9.,T921,False
CM362,P006,C181,2026-06-19 16:38:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 9.,T921,False
CM363,P006,C182,2026-06-07 10:39:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 10.,T926,False
CM364,P006,C182,2026-06-18 16:39:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 10.,T926,True
CM365,P006,C183,2026-06-06 10:40:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 11.,T931,False
CM366,P006,C183,2026-06-17 16:40:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 11.,T931,False
CM367,P006,C184,2026-06-05 10:41:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T936,False
CM368,P006,C184,2026-06-16 16:41:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 12.,T936,False
CM369,P006,C185,2026-06-04 10:42:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T941,False
CM370,P006,C185,2026-06-15 16:42:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T941,False
CM371,P006,C186,2026-06-03 10:43:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T946,False
